Mã số,Tên,Cơ quan ban hành,Cơ quan thực hiện,Lĩnh vực,URL
1.115445,"Trình tự, thủ tục xác định diện tích đất ở đối với trường hợp Giấy chứng nhận quyền sử dụng đất đã cấp trước ngày 01 tháng 7 năm 2004 không thuộc trường hợp quy định tại khoản 6 Điều 141 của Luật Đất đai mà chưa xác định cụ thể diện tích đất ở hoặc diện tích đất ở trên Giấy chứng nhận quyền sử dụng đất đã cấp không đúng quy định theo quy định",UBND tỉnh Bắc Ninh,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f10f7-0197-77da-8ec9-79e07c714f1a
1.115444,"Xác định lại diện tích đất ở của hộ gia đình, cá nhân đã được cấp Giấy chứng nhận trước ngày 01 tháng 7 năm 2004",UBND tỉnh Bắc Ninh,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f10f0-9a9a-766c-827a-1501e0b6e727
1.115335,Tặng cho quyền sử dụng đất cho Nhà nước hoặc cộng đồng dân cư hoặc mở rộng đường giao thông đối với trường hợp thửa đất chưa được cấp Giấy chứng nhận,UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f042d-bd79-7625-91af-6c5dca925c42
1.115334,"Đăng ký đất đai, tài sản gắn liền với đất, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất lần đầu đối với hộ gia đình, cá nhân, cộng đồng dân cư, người gốc Việt Nam định cư ở nước ngoài",UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f042c-dce0-76cc-b5d7-44f8481d89f5
1.115333,"Giao đất ở có thu tiền sử dụng đất không thông qua đấu giá, không đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất đối với cá nhân là cán bộ, công chức, viên chức, sĩ quan tại ngũ, quân nhân chuyên nghiệp, công chức quốc phòng, công nhân và viên chức quốc phòng, sĩ quan, hạ sĩ quan, công nhân công an, người làm công tác cơ yếu và người làm công tác khác trong tổ chức cơ yếu hưởng lương từ ngân sách nhà nước mà chưa được giao đất ở, nhà ở; giáo viên, nhân viên y tế đang công tác tại các xã biên giới, hải đảo thuộc vùng có điều kiện kinh tế - xã hội khó khăn, vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn nhưng chưa có đất ở, nhà ở tại nơi công tác hoặc chưa được hưởng chính sách hỗ trợ về nhà ở theo quy định của pháp luật về nhà ở; cá nhân thường trú tại xã mà không có đất ở và chưa được Nhà nước giao đất ở hoặc chưa được hưởng chính sách hỗ trợ về nhà ở theo quy định của pháp luật về nhà ở",UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f042b-eec2-71d7-8190-e792f9ea801e
1.115332,"Sử dụng đất kết hợp đa mục đích, gia hạn phương án sử dụng đất kết hợp đa mục đích",UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f042a-fb79-7461-afe1-d47824115e40
1.115330,Gia hạn sử dụng đất khi hết thời hạn sử dụng đất,UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0429-448c-720e-aa34-40f71f938a9b
1.115329,"Tổ chức kinh tế nhận chuyển nhượng, thuê quyền sử dụng đất, nhận góp vốn bằng quyền sử dụng đất để thực hiện dự án đầu tư",UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0428-68de-708e-8bcc-fbf9285f7013
1.115328,"Giao đất, cho thuê đất, giao khu vực biển để thực hiện hoạt động lấn biển",UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0427-9180-77f9-a409-1155071fe27c
1.115327,"Điều chỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất do sai sót về ranh giới, vị trí, diện tích, mục đích sử dụng giữa bản đồ quy hoạch, bản đồ địa chính, quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất và số liệu bàn giao đất trên thực địa",UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0424-de16-778b-ada4-d2b04e478c5f
1.115326,"Điều chỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất do thay đổi căn cứ quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất; điều chỉnh thời hạn sử dụng đất của dự án đầu tư; điều chỉnh thời hạn sử dụng đất theo dự án đầu tư theo quy định tại khoản 7 Điều 4 Nghị quyết số 254/2025/QH15",UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0424-09d3-7308-b921-48a8768dda72
1.115325,Chuyển hình thức sử dụng đất,UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0423-21b5-73be-91c2-186e0450e0b4
1.115324,"Giao đất, cho thuê đất, chuyển mục đích sử dụng đất đối với trường hợp giao đất, cho thuê đất không đấu giá quyền sử dụng đất, không đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất và trường hợp giao đất, cho thuê đất thông qua đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất; giao đất và giao rừng; cho thuê đất và cho thuê rừng",UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f041b-b2f9-719c-94b0-400405b85752
1.115323,"Đăng ký đất đai, tài sản gắn liền với đất, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất lần đầu đối với tổ chức đang sử dụng đất",UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f041a-bbcb-7199-a372-c8b6d42115c9
1.115321,"Thu hồi, hủy Giấy chứng nhận đã cấp và cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất sau khi thu hồi Giấy chứng nhận đã cấp",UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0419-2eef-73e8-ad8f-fdff708d7d00
1.115320,Đính chính Giấy chứng nhận đã cấp lần đầu có sai sót,UBND tỉnh Đắk Lắk,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0418-3183-74df-a8a0-4d5a1c0c9281
1.115319,"Đăng ký đất đai, tài sản gắn liền với đất, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất lần đầu đối với tổ chức đang sử dụng đất",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0416-d7c2-7189-b24d-ba95082cff7c
1.115318,"Sử dụng đất kết hợp đa mục đích, gia hạn phương án sử dụng đất kết hợp đa mục đích",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0415-ef73-77ed-8bfb-9c882671e6dd
1.115317,"Thẩm định, phê duyệt phương án sử dụng đất",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0413-c998-765a-898a-0664e0578fef
1.115316,Gia hạn sử dụng đất khi hết thời hạn sử dụng đất,UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0413-1b22-7298-9258-0980484fb1ac
1.115315,"Tổ chức kinh tế nhận chuyển nhượng, thuê quyền sử dụng đất, nhận góp vốn bằng quyền sử dụng đất để thực hiện dự án đầu tư",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0411-d2bd-73cf-98dc-13653d736e2c
1.115314,"Giao đất, cho thuê đất, giao khu vực biển để thực hiện hoạt động lấn biển",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0410-b9ef-7006-af20-b8f227b9c660
1.115313,"Điều chỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất do sai sót về ranh giới, vị trí, diện tích, mục đích sử dụng giữa bản đồ quy hoạch, bản đồ địa chính, quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất và số liệu bàn giao đất trên thực địa",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f040f-b613-720f-8566-baf00066595e
1.115312,"Điều chỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất do thay đổi căn cứ quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất; điều chỉnh thời hạn sử dụng đất của dự án đầu tư; điều chỉnh thời hạn sử dụng đất theo dự án đầu tư theo quy định tại khoản 7 Điều 4 Nghị quyết số 254/2025/QH15",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f040e-b37e-7238-8c58-ff8a5c83e00d
1.115311,Chuyển hình thức sử dụng đất,UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f040c-f6b7-74fb-b56c-a16e1c0e6e27
1.115310,"Giao đất, cho thuê đất, chuyển mục đích sử dụng đất đối với trường hợp giao đất, cho thuê đất không đấu giá quyền sử dụng đất, không đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất và trường hợp giao đất, cho thuê đất thông qua đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất; giao đất và giao rừng; cho thuê đất và cho thuê rừng",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f040b-c4d7-7435-9df4-b64052b0daa0
1.115443,"Đăng ký đất đai, tài sản gắn liền với đất, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất lần đầu đối với hộ gia đình, cá nhân, cộng đồng dân cư, người gốc Việt Nam định cư ở nước ngoài; Đăng ký, cấp Giấy chứng nhận đối với thửa đất có diện tích tăng thêm do thay đổi ranh giới so với Giấy chứng nhận đã cấp",UBND tỉnh Bắc Ninh,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0347-7cb9-732a-bce1-a787258e29e1
1.115442,"Đăng ký đất đai, tài sản gắn liền với đất, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất lần đầu đối với tổ chức đang sử dụng đất; Đăng ký, cấp Giấy chứng nhận đối với thửa đất có diện tích tăng thêm so với Giấy chứng nhận đã cấp mà phần diện tích tăng thêm chưa được cấp Giấy chứng nhận",UBND tỉnh Bắc Ninh,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f033e-70d5-751b-8b80-9dc1132ced3c
1.115441,"Chuyển hình thức giao đất, cho thuê đất",UBND tỉnh Bắc Ninh,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0336-3510-7224-975c-45f45c1c6b92
1.115440,"Điều chỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất do sai sót về ranh giới, vị trí, diện tích, mục đích sử dụng giữa bản đồ quy hoạch, bản đồ địa chính, quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất và số liệu bàn giao đất trên thực địa",UBND tỉnh Bắc Ninh,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0321-9fb7-754b-b42b-63652b56ce2b
1.115439,"Điều chỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất do thay đổi căn cứ quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất; điều chỉnh thời hạn sử dụng đất của dự án đầu tư",UBND tỉnh Bắc Ninh,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0314-d907-777b-960a-96bb13896555
1.115438,"Giao đất, cho thuê đất, chuyển mục đích sử dụng đất đối với trường hợp giao đất, cho thuê đất không đấu giá quyền sử dụng đất, không đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất; trường hợp giao đất, cho thuê đất thông qua đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất; giao đất và giao rừng; cho thuê đất và cho thuê rừng; gia hạn sử dụng đất khi hết thời hạn sử dụng đất.",UBND tỉnh Bắc Ninh,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f0304-d67f-75ee-8bab-4b9e18b0b9d0
1.115437,"Thu hồi Giấy chứng nhận đã cấp không đúng quy định của pháp luật đất đai do người sử dụng đất, chủ sở hữu tài sản gắn liền với đất phát hiện và cấp lại Giấy chứng nhận sau khi thu hồi (trường hợp thu hồi Giấy chứng nhận đã cấp lần đầu).",UBND tỉnh Bắc Ninh,Sở Nông nghiệp và Môi trường tỉnh Bắc Ninh,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f02ef-1d3f-77ba-8329-afacfb712406
1.115436,Đính chính Giấy chứng nhận đã cấp (Trường hợp Giấy chứng nhận cấp lần đầu có sai sót),UBND tỉnh Bắc Ninh,Sở Nông nghiệp và Môi trường tỉnh Bắc Ninh,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f02e5-91cd-7697-8bb3-89bd36d1fa8a
1.115435,"Đăng ký đất đai, tài sản gắn liền với đất, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất lần đầu đối với tổ chức đang sử dụng đất; Đăng ký, cấp Giấy chứng nhận đối với thửa đất có diện tích tăng thêm so với Giấy chứng nhận đã cấp mà phần diện tích tăng thêm chưa được cấp Giấy chứng nhận",UBND tỉnh Bắc Ninh,Sở Nông nghiệp và Môi trường tỉnh Bắc Ninh,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f020e-c54c-712e-8ecc-9a978b468a04
1.115434,"Sử dụng đất kết hợp đa mục đích, gia hạn phương án sử dụng đất kết hợp đa mục đích",UBND tỉnh Bắc Ninh,Sở Nông nghiệp và Môi trường tỉnh Bắc Ninh,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f01f5-14ae-77da-9afb-dfdbd553b577
1.115309,Điều chỉnh thông tin đăng ký lao động đối với người lao động giao kết hợp đồng lao động với nhiều người sử dụng lao động,Bộ Nội vụ,Bộ Nội vụ,Việc làm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f01e5-b20f-745a-8249-67ad667eece1
1.115308,Điều chỉnh thông tin đăng ký lao động trường hợp thay đổi tình trạng từ người có việc làm hoặc người thất nghiệp sang không tham gia hoạt động kinh tế,Bộ Nội vụ,Bộ Nội vụ,Việc làm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f01df-f6fd-716f-80d2-09946cd04626
1.115307,Điều chỉnh thông tin đăng ký lao động trong trường hợp thay đổi tình trạng từ người có việc làm sang người thất nghiệp,Bộ Nội vụ,Bộ Nội vụ,Việc làm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f01c4-b52d-7772-b731-96d884c8e0c8
1.115306,Điều chỉnh thông tin đăng ký lao động đối với người lao động đang có việc làm và không thuộc đối tượng tham gia bảo hiểm xã hội bắt buộc,Bộ Nội vụ,Bộ Nội vụ,Việc làm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f01bf-281e-7186-a8dc-38d81e49d05a
1.115433,"Tổ chức kinh tế nhận chuyển nhượng, thuê quyền sử dụng đất, nhận góp vốn bằng quyền sử dụng đất để thực hiện dự án đầu tư",UBND tỉnh Bắc Ninh,Sở Nông nghiệp và Môi trường tỉnh Bắc Ninh,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efe04-c2f6-76dd-897e-1c4d089813ed
1.115432,"Thẩm định, phê duyệt phương án sử dụng đất",UBND tỉnh Bắc Ninh,Sở Nông nghiệp và Môi trường tỉnh Bắc Ninh,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efdfc-ad06-7757-9bad-2105b7c2a078
1.115431,"Chuyển hình thức giao đất, cho thuê đất",UBND tỉnh Bắc Ninh,Sở Nông nghiệp và Môi trường tỉnh Bắc Ninh,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efdd6-7e5e-7748-8ee8-ff56946cd6e1
1.115430,"Điều chỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất do sai sót về ranh giới, vị trí, diện tích, mục đích sử dụng giữa bản đồ quy hoạch, bản đồ địa chính, quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất và số liệu bàn giao đất trên thực địa",UBND tỉnh Bắc Ninh,Sở Nông nghiệp và Môi trường tỉnh Bắc Ninh,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efdc5-a4d9-7649-ab8f-b9834c92689a
1.115305,"Đăng ký lao động đối với người lao động đang có việc làm không thuộc đối tượng tham gia bảo hiểm xã hội bắt buộc, người thất nghiệp.",Bộ Nội vụ,Bộ Nội vụ,Việc làm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efdad-c1a5-75ec-8410-001992fa132b
1.115429,"Điều chỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất do thay đổi căn cứ quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất; điều chỉnh thời hạn sử dụng đất của dự án đầu tư",UBND tỉnh Bắc Ninh,Sở Nông nghiệp và Môi trường tỉnh Bắc Ninh,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efd07-6eb0-73ac-adba-b6c6c3fcbf48
1.115428,"Giao đất, cho thuê đất, chuyển mục đích sử dụng đất đối với trường hợp giao đất, cho thuê đất không đấu giá quyền sử dụng đất, không đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất; trường hợp giao đất, cho thuê đất thông qua đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất; giao đất và giao rừng; cho thuê đất và cho thuê rừng; gia hạn sử dụng đất khi hết thời hạn sử dụng đất.",UBND tỉnh Bắc Ninh,Sở Nông nghiệp và Môi trường tỉnh Bắc Ninh,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efcf5-44bb-701c-b6bc-4822e209fdbf
1.115244,Cấp lại giấy phép xây dựng công trình trên đất nông nghiệp tại các vùng sản xuất nông nghiệp tập trung,UBND Thành phố Hà Nội,Ủy ban nhân dân cấp xã,Nông nghiệp,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efced-38f5-741c-9660-8a9ea8a59adf
1.115304,Điều chỉnh thông tin đăng ký lao động đối với người lao động thuộc đối tượng tham gia bảo hiểm xã hội bắt buộc,Bộ Nội vụ,Bảo hiểm xã hội Việt Nam,Việc làm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efcdf-c62a-77fa-b426-f0acd51a2eb5
1.115303,Đăng ký lao động đối với người lao động thuộc đối tượng tham gia bảo hiểm xã hội bắt buộc,Bộ Nội vụ,Bảo hiểm xã hội Việt Nam,Việc làm,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efcd8-2bd1-7150-a6b3-30cdd8ad43b4
1.115243,Gia hạn giấy phép xây dựng công trình trên đất nông nghiệp tại các vùng sản xuất nông nghiệp tập trung,UBND Thành phố Hà Nội,Ủy ban nhân dân cấp xã,Nông nghiệp,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efcd4-c579-7490-91cc-39d538a137c5
1.115242,Cấp Giấy phép xây dựng công trình trên đất nông nghiệp tại các vùng sản xuất nông nghiệp tập trung.,UBND Thành phố Hà Nội,Ủy ban nhân dân cấp xã,Nông nghiệp,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efccc-0df7-722d-b407-650745f8ccd4
1.115302,Thủ tục Kết nối eContract với Nền tảng hợp đồng lao động điện tử,Bộ Nội vụ,Bộ Nội vụ,"Lao động, tiền lương",https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019efccb-629c-75f1-b62e-ef20d50c1335
1.115301,"Cấp lại Giấy chứng nhận do bị mất với cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với thửa đất có diện tích tăng thêm.",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef90f-4923-73e4-8f16-7565a20fe4ca
1.115300,"Cấp lại Giấy chứng nhận do bị mất với đăng ký biến động đối với trường hợp đổi tên hoặc thay đổi thông tin về người sử dụng đất, chủ sở hữu tài sản gắn liền với đất và xác nhận tiếp tục sử dụng đất nông nghiệp.",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef90d-f28b-7739-8303-f43bf11bdc7d
1.115299,"Cấp lại Giấy chứng nhận do bị mất thực hiện với đăng ký biến động đối với trường hợp đổi tên hoặc thay đổi thông tin về người sử dụng đất, chủ sở hữu tài sản gắn liền với đất.",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef90d-1761-7300-9de4-67eeb6b940b9
1.115298,"Cấp lại Giấy chứng nhận đã cấp do bị mất với xóa ghi nợ tiền sử dụng đất, lệ phí trước bạ.",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef90c-3b18-718e-9d4d-1f4115c0ec9b
1.115297,Cấp lại Giấy chứng nhận đã cấp do bị mất với xác nhận tiếp tục sử dụng đất nông nghiệp của cá nhân.,UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef90b-60eb-7682-8dbe-fbcabe704ce3
1.115296,"Tách thửa, hợp thửa đất với xác nhận tiếp tục sử dụng đất nông nghiệp của cá nhân.",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef90a-9a5b-7545-add1-7290c8071041
1.115295,Hợp thửa đất với xác nhận tiếp tục sử dụng đất nông nghiệp của cá nhân.,UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef909-dd03-773b-aa33-b261996fc5ef
1.115294,Tách thửa đất với xác nhận tiếp tục sử dụng đất nông nghiệp của cá nhân.,UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef909-0d3d-73a8-bf78-cbd82c48e6c4
1.115293,Đính chính Giấy chứng nhận đã cấp với xác nhận tiếp tục sử dụng đất nông nghiệp của cá nhân.,UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef908-4c6e-746c-8cb4-3595f200a21c
1.115292,Đăng ký biến động chuyển mục đích sử dụng đất không phải xin phép cơ quan nhà nước có thẩm quyền với tách thửa đất.,UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef907-8901-74cb-adac-8955cc0fd0a4
1.115291,Đăng ký biến động chuyển mục đích sử dụng đất không phải xin phép cơ quan nhà nước có thẩm quyền với xác nhận tiếp tục sử dụng đất nông nghiệp của cá nhân.,UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef906-a73f-757d-b679-174d2456c9ce
1.115290,"Đăng ký biến động đối với trường hợp nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất do xử lý tài sản thế chấp với xác nhận tiếp tục sử dụng đất nông nghiệp của cá nhân hoặc với thay đổi số hiệu hoặc địa chỉ thửa đất.",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef905-c765-7249-a8b1-a6d73553ba92
1.115289,"Đăng ký biến động đối với trường hợp nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất theo kết quả giải quyết tranh chấp, khiếu nại, tố cáo về đất đai hoặc bản án, quyết định của Tòa án, quyết định thi hành án của cơ quan thi hành án đã được thi hành; quyết định hoặc phán quyết của Trọng tài thương mại Việt Nam về giải quyết tranh chấp giữa các bên phát sinh từ hoạt động thương mại liên quan đến đất đai với tách thửa đất.",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef904-8e5d-72e8-b036-4ad1121147e3
1.115288,"Đăng ký biến động đối với trường hợp trường hợp thay đổi quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất theo thỏa thuận của các thành viên hộ gia đình hoặc của vợ và chồng hoặc của nhóm người sử dụng đất chung, nhóm chủ sở hữu tài sản chung gắn liền với đất với xác nhận tiếp tục sử dụng đất nông nghiệp của cá nhân.",UBND tỉnh Đắk Lắk,Sở Nông nghiệp và Môi trường - Tỉnh Đắk Lắk,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019ef901-1477-7442-b246-9e7f3853e55f
